org_uuid,betweenness_centrality
00002470-bff7-6226-5800-0ca1b3787b6f,1.8987826253965295e-05
00003a2c-ad4d-ff61-997b-7b22b2320895,0.0
0000d497-c93a-eea3-eeb0-a943dfb4f71e,0.0
0000ed60-83b4-679a-18b8-4fc3475c7a39,0.0
00011be5-d105-eaa0-69d6-6064e74916b2,0.0
000225db-f9db-c013-fb67-b347ba646e4a,0.0
0002da99-6654-1ecd-79c6-8064a01ebfa6,2.1983227134808214e-07
0003f244-79d0-6178-353e-33dabaf3b2c6,1.58823577357299e-05
00040dc9-f822-267c-9cf8-1c9b92ca0588,0.0
0004c2e0-9717-45af-8496-2a899f1276f0,0.0
00053977-b378-94a9-3735-d364a7e8d54d,1.8677761248858564e-05
00063118-3cfe-3c48-79d9-94eaf4cdca51,9.766761978268352e-08
000644d4-9e1b-3c90-4793-36d656d58f22,2.5338763848957067e-06
00072c6c-1d18-61b3-46b2-c647efcc3dd5,0.0
00079c30-3fd5-b924-d9e3-eb7f53f76edf,0.0
0007accb-f745-5aee-b503-2812480a2544,0.0
0008239e-a285-43a0-bfe2-e6815b7221b7,0.0
000ad7a8-b868-f301-5f00-2a3361288fc9,4.355898767371037e-06
000bac62-0556-8fc3-c8f8-b666dd24cc63,7.503721722292851e-05
000d7103-d384-63af-0f5e-06745750255a,0.0
000daad6-2086-9fe2-fe11-96fed439e156,0.0
000e51ea-69ff-d5a9-362b-908a6ff7d718,0.0
000ede33-6c08-c865-e88e-0a59ec5daee8,0.0
000ee88f-1a24-c9ca-d8f7-4b306a0caf6a,0.0
000f755c-5a63-7936-acf1-d90498b43f0d,0.0
000fab56-fede-c1b3-e415-1f00aad64d85,0.0
00109a4e-b21f-98d1-7a8a-ed4649ec99e1,0.0
0010f179-1958-d533-2585-be5f794e9f78,0.0
0011daf2-bf81-2365-e08a-d896bdc186d6,0.0
0012001b-4f06-98d2-b718-761e30abaa58,0.0
0012f446-a31b-9eb8-4fa0-448ed0414112,0.0
0013c0d4-2563-5e98-0110-191bca1b9129,2.7871847624876606e-10
001477ce-009e-e3c8-61aa-bbad938f31da,0.0
00155545-3c64-f361-84f0-ad5987c85b95,0.0
00161d7a-3faf-4a6a-b7e3-8e5b9fc406e2,0.0
0017655b-9720-1bfa-2143-eb0580a14829,0.0
0017e370-d941-822e-83bc-538beaab28da,0.0
0019667e-91b1-5b83-bb51-afb5b96eaf42,0.0
00198940-243d-49b6-759f-5f7b57d6f15b,0.0
001aa552-1a99-c275-1afb-648a3cc485bd,0.0
001ab57f-ca8e-1b97-2b8a-0c594af6b53b,0.0
001c3ed9-6eb1-63b6-eeba-dcdb97f9444f,0.0
001d9b80-1d61-be41-23e8-468666fc12ea,0.0
001deea7-3820-b71e-b844-e4aa68150b75,0.0
001e68fa-49ab-21d2-9014-83e79b703ab9,0.0
001f3055-9a74-11a4-cff0-6620ded60ab1,0.0
001fb2d5-7755-775b-1b85-d5b347184b75,2.1944923681655887e-05
0020ee1c-9c0a-34ca-5a45-c5d1c4e0fd85,0.0
00221166-34c2-488f-8552-34ab5743eb74,0.0
002333d8-110c-429b-b2a9-7cf4afd61b9d,0.0
0023affb-ca57-dad8-0d79-655bac1c15a8,1.7981959594911992e-07
002484ff-bde7-829a-69c0-3b5e2784aa77,0.0
00255089-a053-42c4-f388-71a1234449b2,5.557873571959747e-06
0026ce96-2d54-246f-a485-bf7742c5939c,0.0
0026e1e9-9823-fcb1-0461-8485983772e5,0.0
002744f8-d59f-c62d-6652-7bdb339341e3,0.0
00290ee1-0419-336c-8db7-1146fd58d5f9,0.0
002b8e1a-6f7b-310a-c56c-342928fb0c9c,0.0
002c5c33-6708-b407-2a3c-9222397590e6,4.84789498369863e-05
002d06bc-916e-b5ae-68a4-13b8fc40055b,2.6394558146473483e-07
002d0ce1-bc3b-36d1-13c7-50a84555bc25,3.735524377924087e-05
002dba78-a5db-27e4-feb9-eb432b51fdfc,0.00035256027292401366
002e0722-3014-453d-b55a-b5a912512a40,0.0
002e2488-7195-bd82-9f72-2a122a73aaf7,0.0
002eee0c-f022-b74a-e2e7-7eb2f407c3e7,0.0
002f8715-7e27-c7f5-7190-8d2968cf7dc5,0.0002644455538528166
002fd28b-bad0-71f0-458a-d51730858dce,0.0
0030e50e-7c2d-a255-2ab8-259f4c5f633a,0.0
00324e37-51e4-c86a-1eeb-d604e3bc88d3,7.470770037371925e-05
00337756-938c-bd48-80c3-1505a90a809e,3.735524377924087e-05
003401c3-9398-e3da-97aa-bf9169ce83b0,0.0
0034fcc5-e029-cc48-38b2-b7f4cc40f396,0.0
0035ca31-681e-1f14-1cd5-7b41535f8c23,0.0
0037798d-729c-a8aa-f19d-2c61c326a928,7.520248079945252e-07
0038d6ba-a677-64b1-c20b-6e5bf3855483,0.0
0039b783-8f28-3623-faa2-272a10950729,0.0
0039b874-6e23-cc32-225b-d8f33fd9329d,8.31463451858057e-08
003af4a2-74bc-83c1-58bd-f31717a17f6a,0.0002086209562172553
003b5038-5ec8-ef3b-b2fb-3b9b5936074e,0.0
003b7da7-7e0a-1ebe-c32c-19210e9dcbdd,3.515396405226681e-06
003c6bd5-404e-1a7c-9442-0a8d176133e1,0.0
003d89d4-47dc-e35a-ddf6-eda9940f3ba7,0.0004957980726496506
003f4dcd-af7a-730f-7a05-1fd8206fc9ea,0.0
00408fcb-6e60-49eb-aea2-4c6c1edf6885,5.7829543185976495e-05
0041fccf-ebbb-48ad-3091-b94350ef4d7c,0.0
004202e5-8e63-8af7-6271-f100e4943b0f,8.842200653121535e-06
0042f9e8-4859-686d-fa8e-054717fda92e,0.0
004308c1-feb8-4e0d-93ae-5a099125e835,0.0
00432b9c-0b4d-367a-b625-9368a32c009d,0.0
0043814e-6627-b1a7-bf1c-ee59c76bfb15,0.0
0043ba28-1655-0e5f-bacd-1d690c5d0240,0.0
00459778-b021-b63d-75a5-b972116e470b,0.0
00469bd1-6013-8431-f11d-648c03e94103,0.0
0046a893-0dfa-0e72-8c5a-314e4bc31746,0.0
0046e9ad-734f-c680-56b0-c9b10883c45e,0.0
0049348d-47c6-447c-8c61-59f6d48a6226,0.0
00496f48-13ae-6bc3-0d67-2c94c396b8a7,5.022262804696965e-08
004a46b6-701c-937a-068b-7c0a5471eaa8,1.8677761248858584e-05
004a838a-e023-a39d-c542-e0780a733055,2.1512804425862033e-05
004b8cb9-d491-b3a9-b1f0-da4ca4df598c,0.0
004ce92b-73e9-b33c-a542-9eb9793b86cb,1.5841537662949786e-07
004d612c-9fdc-5ffd-8bfd-2932c18fec5c,0.0
